,x,y,z,dist
101,58.10828767684995,43.03437959759938,17.411159663056388,28.65953891816447
102,11.935712286577308,10.144379597599375,15.636840336943616,29.194545452393566
128,64.46871236279208,10.144379597599373,15.636840336943614,29.194545515441455
125,66.86378764027722,16.16762040240063,11.964840336943617,29.460213757725732
114,66.86378764027722,29.323620402400643,11.964840336943617,29.460213757725736
106,11.935712286577308,10.144379597599375,8.292840336943616,29.637521597357264
131,64.46871236279208,10.144379597599373,8.292840336943618,29.63752165946281
86,11.935712286577308,36.45637959759937,15.636840336943616,29.690320511237545
123,64.4687123627921,36.45637959759937,15.636840336943614,29.690320573232672
126,66.86378764027722,16.16762040240063,19.308840336943618,29.929539394867877
115,66.86378764027722,29.323620402400643,19.308840336943618,29.92953939486788
93,11.935712286577308,36.45637959759937,8.292840336943616,30.126007606749972
122,64.46871236279209,36.45637959759938,8.292840336943616,30.126007667848505
108,58.10828767684995,43.03437959759938,24.755159663056386,30.483402746441936
105,11.935712286577308,10.144379597599375,22.98084033694362,30.563523257470326
134,64.46871236279209,10.144379597599373,22.98084033694361,30.563523317694234
133,66.86378764027722,16.16762040240063,4.620840336943615,30.7879803318249
127,66.86378764027722,29.323620402400643,4.620840336943615,30.787980331824905
95,14.330787637207912,42.47962040240064,11.964840336943617,31.02295730597064
94,11.935712286577308,36.45637959759937,22.98084033694361,31.03743871195026
132,64.46871236279209,36.45637959759937,22.98084033694362,31.0374387712546
96,14.330787637207912,42.47962040240063,19.308840336943614,31.46898494940903
99,14.330787637207912,42.47962040240064,4.620840336943612,32.2865206900654
117,5.575287637207915,16.722379597599367,10.067159663056389,33.38082123118807
111,5.575287637207915,16.722379597599367,17.411159663056385,33.38082123118807
113,5.575287600635175,29.87837959759938,10.067159663056389,33.598750756525426
110,5.575287600635174,29.87837959759937,17.411159663056377,33.598750756525426
138,66.86378764027722,42.47962040240064,11.964840336943617,34.843433623150474
121,5.575287637207915,16.722379597599367,24.755159663056386,34.959231943344186
112,3.180212286577308,22.74562040240063,13.73915966305639,35.02200000306932
118,5.575287600635174,29.87837959759937,24.75515966305638,35.167381540272764
139,66.86378764027722,42.47962040240064,19.308840336943618,35.241140736204166
120,3.180212286577308,22.74562040240063,6.395159663056387,35.783722838952734
119,3.180212286577308,22.74562040240063,21.083159663056385,35.783722838952734
143,66.86378764027722,42.47962040240064,4.620840336943615,35.973051092628175
136,3.180212289646604,9.589620402400627,13.73915966305639,37.41150651871696
124,3.180212286577308,35.90162040240062,13.73915966305639,37.41150652159022
142,3.180212289646604,9.589620402400627,6.395159663056387,38.12551843581936
141,3.180212289646604,9.589620402400627,21.083159663056385,38.12551843581936
129,3.180212286577308,35.90162040240062,21.083159663056385,38.12551843863881
130,3.180212286577308,35.90162040240062,6.395159663056387,38.12551843863881
137,5.575287600635173,43.03437959759938,10.067159663056387,38.59577111994509
135,5.575287600635175,43.0343795975994,17.41115966305639,38.5957711199451
140,5.575287600635176,43.03437959759939,24.75515966305639,39.96876555941136
