1,4,12,0.33
2,0,12,0.0
3,3,12,0.25
4,4,12,0.33
5,5,12,0.42
6,2,12,0.17
7,3,12,0.25
8,4,12,0.33
9,5,12,0.42
10,2,12,0.17
11,3,12,0.25
12,0,12,0.0
13,4,12,0.33
14,1,12,0.08
15,6,12,0.5
16,2,12,0.17
17,4,12,0.33
18,3,12,0.25
19,8,12,0.67
20,4,12,0.33
21,4,12,0.33
22,3,12,0.25
23,4,12,0.33
24,3,12,0.25
25,6,12,0.5
26,4,12,0.33
27,3,12,0.25
28,4,12,0.33
30,3,12,0.25
31,0,12,0.0
32,5,12,0.42
33,1,12,0.08
34,1,12,0.08
35,2,12,0.17
36,6,12,0.5
37,0,12,0.0
38,0,12,0.0
39,4,12,0.33
40,3,12,0.25
41,4,12,0.33
42,6,12,0.5
43,6,12,0.5
44,7,12,0.58
45,1,12,0.08
46,6,12,0.5
47,3,12,0.25
48,1,12,0.08
49,6,12,0.5
50,1,12,0.08
51,4,12,0.33
52,2,12,0.17
53,6,12,0.5
54,5,12,0.42
55,1,12,0.08
56,7,12,0.58
57,7,12,0.58
58,6,12,0.5
59,3,12,0.25
60,5,12,0.42
61,3,12,0.25
62,6,12,0.5
63,3,12,0.25
64,6,12,0.5
65,6,12,0.5
66,4,12,0.33
67,3,12,0.25
68,4,12,0.33
69,0,12,0.0
70,5,12,0.42
71,6,12,0.5
72,4,12,0.33
73,3,12,0.25
74,0,12,0.0
75,5,12,0.42
76,2,12,0.17
77,5,12,0.42
78,2,12,0.17
79,7,12,0.58
80,3,12,0.25
81,2,12,0.17
82,4,12,0.33
83,6,12,0.5
84,3,12,0.25
85,6,12,0.5
86,5,12,0.42
87,6,12,0.5
88,6,12,0.5
89,3,12,0.25
90,3,12,0.25
91,4,12,0.33
92,2,12,0.17
93,4,12,0.33
94,1,12,0.08
95,5,12,0.42
96,1,12,0.08
97,3,12,0.25
98,0,12,0.0
99,5,12,0.42
101,3,12,0.25
102,3,12,0.25
103,2,12,0.17
104,5,12,0.42
105,7,12,0.58
106,3,12,0.25
107,3,12,0.25
108,1,12,0.08
109,0,12,0.0
